airline,date_of_journey,source,destination,dep_time,arrival_time,total_stops,additional_info,duration_min,price
Air India,2019-05-18,Kolkata,Banglore,12:00:00,21:50:00,2,No Info,590,10151
Vistara,2019-05-09,Kolkata,Banglore,07:10:00,22:40:00,1,No Info,930,7927
Indigo,2019-03-06,Delhi,Cochin,11:55:00,22:20:00,1,No Info,625,6442
Jet Airways,2019-03-12,Banglore,New Delhi,18:55:00,09:30:00,1,In-flight meal not included,875,11087
Jet Airways,2019-05-12,Kolkata,Banglore,21:10:00,10:05:00,1,In-flight meal not included,775,8586
Air India,2019-06-09,Kolkata,Banglore,05:50:00,12:30:00,2,No Info,1840,12723
Vistara,2019-03-24,Kolkata,Banglore,17:00:00,20:25:00,1,No Info,1645,12102
Air India,2019-06-09,Delhi,Cochin,17:15:00,19:15:00,2,No Info,1560,12392
Air India,2019-03-06,Kolkata,Banglore,14:15:00,16:45:00,0,No Info,150,4960
Jet Airways,2019-05-18,Kolkata,Banglore,05:45:00,18:15:00,1,In-flight meal not included,750,10844
Jet Airways,2019-03-27,Delhi,Cochin,18:15:00,04:25:00,1,In-flight meal not included,610,6540
Jet Airways,2019-06-09,Kolkata,Banglore,08:25:00,16:20:00,1,No Info,475,14571
Jet Airways,2019-06-09,Delhi,Cochin,18:25:00,12:35:00,2,No Info,1090,14237
Jet Airways,2019-06-15,Delhi,Cochin,18:25:00,12:35:00,2,No Info,1090,14237
Indigo,2019-04-24,Banglore,New Delhi,01:30:00,04:15:00,0,No Info,165,3419
Multiple Carriers,2019-05-21,Delhi,Cochin,11:40:00,19:15:00,1,No Info,455,8266
Indigo,2019-05-09,Kolkata,Banglore,09:20:00,14:15:00,1,No Info,295,11465
Air India,2019-06-06,Kolkata,Banglore,16:50:00,07:55:00,1,No Info,905,8366
Air India,2019-06-09,Delhi,Cochin,21:00:00,07:40:00,1,No Info,640,8372
Spicejet,2019-03-01,Banglore,New Delhi,10:20:00,18:15:00,1,No Info,475,23267
Indigo,2019-04-18,Banglore,New Delhi,10:10:00,13:00:00,0,No Info,170,4591
Air India,2019-06-09,Banglore,New Delhi,21:05:00,23:55:00,0,No Info,170,5228
Indigo,2019-06-24,Kolkata,Banglore,17:15:00,19:50:00,0,No Info,155,4804
Jet Airways,2019-06-01,Delhi,Cochin,05:30:00,04:25:00,2,No Info,1375,13014
Jet Airways,2019-05-12,Kolkata,Banglore,21:10:00,12:00:00,1,No Info,890,14388
Air India,2019-03-09,Delhi,Cochin,05:55:00,19:15:00,2,No Info,800,18736
Jet Airways,2019-03-27,Delhi,Cochin,17:30:00,04:25:00,1,No Info,655,12242
Jet Airways,2019-03-03,Banglore,New Delhi,08:00:00,05:05:00,1,In-flight meal not included,1265,13502
Air Asia,2019-06-01,Kolkata,Banglore,22:50:00,01:20:00,0,No Info,150,4409
Indigo,2019-06-01,Chennai,Kolkata,22:05:00,00:25:00,0,No Info,140,5277
Multiple Carriers,2019-06-01,Delhi,Cochin,07:00:00,21:00:00,1,No Info,840,7408
Jet Airways,2019-05-06,Kolkata,Banglore,08:25:00,16:20:00,1,In-flight meal not included,475,10844
Air India,2019-03-12,Kolkata,Banglore,14:15:00,16:45:00,0,No Info,150,5747
Jet Airways,2019-05-15,Banglore,New Delhi,19:50:00,22:50:00,0,In-flight meal not included,180,4030
Indigo,2019-05-27,Delhi,Cochin,17:05:00,22:15:00,1,No Info,310,6373
Jet Airways,2019-03-24,Kolkata,Banglore,21:10:00,18:10:00,1,No Info,1260,13759
Air Asia,2019-05-27,Delhi,Cochin,16:45:00,22:25:00,1,No Info,340,6752
Air India,2019-04-06,Delhi,Cochin,06:10:00,23:00:00,1,No Info,1010,5022
Jet Airways,2019-05-12,Kolkata,Banglore,21:10:00,08:15:00,1,In-flight meal not included,665,8586
Jet Airways,2019-03-15,Banglore,New Delhi,08:00:00,16:10:00,1,In-flight meal not included,490,9134
Air India,2019-05-09,Kolkata,Banglore,09:25:00,18:30:00,1,No Info,545,8891
Jet Airways,2019-03-15,Banglore,New Delhi,16:55:00,00:45:00,1,No Info,470,21934
Multiple Carriers,2019-06-03,Delhi,Cochin,08:00:00,21:00:00,1,No Info,780,13797
Air India,2019-03-01,Banglore,New Delhi,17:00:00,22:55:00,2,No Info,1795,14887
Indigo,2019-04-27,Banglore,New Delhi,18:55:00,21:50:00,0,No Info,175,4823
Goair,2019-04-06,Delhi,Cochin,10:35:00,19:35:00,1,No Info,540,5135
Jet Airways,2019-06-12,Kolkata,Banglore,16:30:00,18:15:00,1,In-flight meal not included,1545,8529
Indigo,2019-06-12,Kolkata,Banglore,18:05:00,23:30:00,1,No Info,325,6218
Indigo,2019-04-01,Banglore,New Delhi,20:00:00,22:50:00,0,No Info,170,4823
Indigo,2019-06-09,Delhi,Cochin,17:10:00,01:30:00,1,No Info,500,6206
Jet Airways,2019-06-09,Delhi,Cochin,13:00:00,04:25:00,1,In-flight meal not included,925,10262
Spicejet,2019-03-01,Banglore,New Delhi,09:35:00,12:30:00,0,No Info,175,11690
Indigo,2019-04-09,Kolkata,Banglore,15:15:00,17:45:00,0,No Info,150,4174
Jet Airways,2019-05-18,Kolkata,Banglore,14:05:00,22:35:00,1,In-flight meal not included,510,10844
Indigo,2019-03-03,Delhi,Cochin,04:45:00,11:30:00,1,No Info,405,14871
Jet Airways,2019-06-12,Delhi,Cochin,13:00:00,19:00:00,1,In-flight meal not included,360,10262
Jet Airways,2019-06-24,Delhi,Cochin,09:40:00,12:35:00,2,No Info,1615,13014
Indigo,2019-04-27,Delhi,Cochin,05:05:00,12:10:00,1,No Info,425,7160
Jet Airways,2019-06-12,Delhi,Cochin,18:15:00,19:00:00,1,In-flight meal not included,1485,10262
Jet Airways,2019-05-06,Kolkata,Banglore,20:25:00,22:05:00,1,In-flight meal not included,1540,9314
Jet Airways,2019-06-09,Delhi,Cochin,22:50:00,04:25:00,1,No Info,335,14714
Vistara,2019-05-03,Chennai,Kolkata,17:45:00,20:05:00,0,No Info,140,11982
Indigo,2019-04-18,Banglore,New Delhi,21:15:00,00:15:00,0,No Info,180,4591
Jet Airways,2019-05-24,Kolkata,Banglore,20:00:00,09:20:00,1,In-flight meal not included,800,10844
Indigo,2019-04-01,Kolkata,Banglore,09:35:00,12:20:00,0,No Info,165,4174
Indigo,2019-06-01,Delhi,Cochin,02:00:00,07:45:00,1,No Info,345,6386
Jet Airways,2019-05-01,Kolkata,Banglore,08:25:00,04:40:00,1,In-flight meal not included,1215,8586
Indigo,2019-05-15,Delhi,Cochin,17:05:00,22:15:00,1,No Info,310,6027
Jet Airways,2019-06-06,Kolkata,Banglore,14:05:00,04:40:00,1,No Info,875,13059
Jet Airways,2019-04-03,Banglore,New Delhi,19:50:00,22:50:00,0,In-flight meal not included,180,4544
Jet Airways,2019-04-18,Banglore,New Delhi,15:15:00,18:10:00,0,In-flight meal not included,175,5198
Jet Airways,2019-05-12,Kolkata,Banglore,06:30:00,18:15:00,1,In-flight meal not included,705,10844
Jet Airways,2019-03-27,Delhi,Cochin,02:15:00,04:25:00,1,In-flight meal not included,1570,6017
Air India,2019-05-06,Kolkata,Banglore,05:50:00,08:55:00,2,No Info,1625,10991
Jet Airways,2019-06-12,Kolkata,Banglore,20:00:00,08:15:00,1,In-flight meal not included,735,8529
Jet Airways,2019-06-12,Delhi,Cochin,08:00:00,04:25:00,1,In-flight meal not included,1225,10577
Indigo,2019-05-15,Banglore,New Delhi,08:30:00,11:20:00,0,No Info,170,4823
Jet Airways,2019-06-06,Delhi,Cochin,16:00:00,19:00:00,1,In-flight meal not included,1620,10262
Jet Airways,2019-06-06,Delhi,Cochin,16:00:00,04:25:00,1,No Info,745,14714
Air India,2019-04-01,Kolkata,Banglore,14:15:00,16:45:00,0,No Info,150,6245
Multiple Carriers,2019-03-21,Delhi,Cochin,07:05:00,22:20:00,1,No Info,915,6717
Jet Airways,2019-05-01,Kolkata,Banglore,08:25:00,20:45:00,1,In-flight meal not included,740,10844
Jet Airways,2019-05-18,Kolkata,Banglore,05:45:00,18:15:00,1,No Info,750,14781
Jet Airways,2019-06-09,Kolkata,Banglore,17:00:00,21:05:00,1,No Info,1685,12692
Indigo,2019-06-06,Kolkata,Banglore,20:25:00,23:10:00,0,No Info,165,4804
Spicejet,2019-05-27,Chennai,Kolkata,09:45:00,12:00:00,0,No check-in baggage included,135,3543
Indigo,2019-05-15,Kolkata,Banglore,21:00:00,02:15:00,1,No Info,315,7228
Multiple Carriers,2019-03-03,Delhi,Cochin,17:30:00,01:35:00,1,No Info,485,17057
Jet Airways,2019-05-01,Kolkata,Banglore,09:35:00,09:45:00,1,No Info,1450,11467
Jet Airways,2019-03-01,Banglore,New Delhi,20:35:00,11:25:00,1,No Info,890,31825
Jet Airways,2019-06-01,Delhi,Cochin,17:30:00,19:00:00,1,No Info,1530,14714
Jet Airways,2019-04-01,Kolkata,Banglore,06:30:00,04:40:00,1,In-flight meal not included,1330,7064
Jet Airways,2019-06-27,Delhi,Cochin,21:25:00,19:00:00,2,In-flight meal not included,1295,11507
Indigo,2019-04-09,Delhi,Cochin,21:50:00,03:35:00,1,No Info,345,7398
Air Asia,2019-04-27,Kolkata,Banglore,19:55:00,22:25:00,0,No Info,150,4409
Jet Airways,2019-05-18,Kolkata,Banglore,17:00:00,14:25:00,1,No Info,1285,13067
Indigo,2019-04-27,Banglore,New Delhi,07:10:00,10:05:00,0,No Info,175,4823
Jet Airways,2019-06-12,Delhi,Cochin,09:25:00,12:35:00,2,No Info,1630,13882
Air India,2019-03-09,Delhi,Cochin,23:00:00,07:40:00,1,No Info,520,10840
Jet Airways,2019-03-18,Banglore,New Delhi,11:40:00,09:00:00,1,In-flight meal not included,1280,11087
Air Asia,2019-06-06,Delhi,Cochin,16:45:00,07:10:00,1,No Info,865,11410
Indigo,2019-06-06,Delhi,Cochin,23:30:00,04:35:00,1,No Info,305,10112
Air India,2019-06-15,Mumbai,Hyderabad,13:55:00,15:25:00,0,No Info,90,3100
Spicejet,2019-04-24,Banglore,New Delhi,05:55:00,08:35:00,0,No Info,160,3971
Air India,2019-04-01,Kolkata,Banglore,09:50:00,23:15:00,2,No Info,805,12125
Jet Airways,2019-05-24,Delhi,Cochin,22:50:00,04:25:00,1,No Info,335,16079
Jet Airways,2019-03-21,Delhi,Cochin,08:00:00,18:50:00,1,No Info,650,12767
Vistara,2019-05-09,Kolkata,Banglore,20:20:00,10:45:00,1,No Info,865,8452
Indigo,2019-06-01,Banglore,New Delhi,22:10:00,01:00:00,0,No Info,170,3419
Spicejet,2019-04-21,Delhi,Cochin,08:45:00,13:15:00,1,No check-in baggage included,270,6356
Indigo,2019-04-09,Banglore,New Delhi,23:30:00,02:20:00,0,No Info,170,4591
Jet Airways,2019-05-21,Kolkata,Banglore,06:30:00,19:50:00,1,In-flight meal not included,800,10844
Jet Airways,2019-06-15,Delhi,Cochin,09:35:00,12:35:00,2,No Info,1620,13292
Jet Airways,2019-03-21,Banglore,New Delhi,07:00:00,19:10:00,1,In-flight meal not included,730,7832
Multiple Carriers,2019-06-24,Delhi,Cochin,03:50:00,12:35:00,1,No Info,525,12192
Air India,2019-05-27,Delhi,Cochin,17:15:00,07:40:00,2,No Info,865,13879
Indigo,2019-06-27,Banglore,New Delhi,06:05:00,08:50:00,0,No Info,165,3943
Indigo,2019-05-06,Banglore,New Delhi,13:00:00,15:50:00,0,No Info,170,3943
Indigo,2019-06-09,Mumbai,Hyderabad,19:05:00,20:35:00,0,No Info,90,2754
Air India,2019-05-01,Kolkata,Banglore,17:30:00,13:45:00,2,No Info,1215,15164
Indigo,2019-06-27,Delhi,Cochin,05:10:00,10:05:00,1,No Info,295,6496
Jet Airways,2019-03-03,Delhi,Cochin,18:15:00,18:50:00,1,No Info,1475,17234
Indigo,2019-06-18,Banglore,New Delhi,00:25:00,03:15:00,0,No Info,170,3419
Jet Airways,2019-06-15,Delhi,Cochin,15:00:00,12:35:00,1,In-flight meal not included,1295,10262
Indigo,2019-06-06,Chennai,Kolkata,14:45:00,17:05:00,0,No Info,140,3597
Air India,2019-06-27,Delhi,Cochin,07:05:00,09:25:00,2,No Info,1580,10975
Air India,2019-05-09,Kolkata,Banglore,20:30:00,08:55:00,1,No Info,745,10203
Indigo,2019-04-27,Banglore,New Delhi,18:25:00,21:20:00,0,No Info,175,4823
Air Asia,2019-06-27,Kolkata,Banglore,22:50:00,01:20:00,0,No Info,150,3807
Jet Airways,2019-05-09,Delhi,Cochin,09:00:00,19:00:00,1,No Info,600,15554
Jet Airways,2019-05-27,Delhi,Cochin,13:00:00,19:00:00,1,In-flight meal not included,360,12898
Spicejet,2019-05-21,Kolkata,Banglore,17:10:00,19:40:00,0,No check-in baggage included,150,3841
Multiple Carriers,2019-05-15,Delhi,Cochin,08:30:00,19:00:00,1,No Info,630,9627
Vistara,2019-05-27,Banglore,New Delhi,21:00:00,23:50:00,0,No Info,170,4668
Jet Airways,2019-05-12,Kolkata,Banglore,20:25:00,14:25:00,1,No Info,1080,13067
Indigo,2019-03-24,Banglore,New Delhi,08:30:00,11:30:00,0,No Info,180,6144
Jet Airways,2019-03-15,Banglore,New Delhi,08:55:00,08:15:00,1,In-flight meal not included,1400,10405
Air Asia,2019-06-12,Kolkata,Banglore,22:40:00,10:40:00,1,No Info,720,5192
Indigo,2019-06-27,Chennai,Kolkata,07:55:00,10:15:00,0,No Info,140,3850
Indigo,2019-06-21,Kolkata,Banglore,11:30:00,14:05:00,0,No Info,155,4804
Vistara,2019-03-24,Banglore,New Delhi,07:00:00,09:40:00,0,No Info,160,5403
Jet Airways,2019-05-21,Delhi,Cochin,02:15:00,19:00:00,1,In-flight meal not included,1005,12898
Jet Airways,2019-06-03,Delhi,Cochin,16:00:00,12:35:00,1,No Info,1235,14714
Indigo,2019-04-03,Kolkata,Banglore,19:20:00,23:45:00,1,No Info,265,3480
Air India,2019-03-24,Kolkata,Banglore,20:30:00,20:25:00,1,No Info,1435,12173
Jet Airways,2019-06-09,Delhi,Cochin,11:45:00,12:35:00,2,No Info,1490,13882
Vistara,2019-05-06,Banglore,New Delhi,19:30:00,22:15:00,0,No Info,165,4878
Air India,2019-03-09,Delhi,Cochin,10:55:00,19:15:00,2,No Info,1940,17476
Air Asia,2019-06-01,Delhi,Cochin,16:45:00,07:10:00,1,No Info,865,11410
Spicejet,2019-04-06,Banglore,New Delhi,05:55:00,08:35:00,0,No Info,160,4423
Indigo,2019-05-01,Delhi,Cochin,07:30:00,21:00:00,1,No Info,810,8542
Indigo,2019-06-09,Delhi,Cochin,21:50:00,03:35:00,1,No Info,345,6195
Air India,2019-05-01,Kolkata,Banglore,16:45:00,12:30:00,2,No Info,1185,14960
Jet Airways,2019-03-09,Delhi,Cochin,18:15:00,18:50:00,1,In-flight meal not included,1475,14053
Air India,2019-03-06,Mumbai,Hyderabad,13:30:00,16:55:00,2,No Info,205,18797
Jet Airways,2019-03-18,Banglore,New Delhi,22:50:00,09:30:00,1,In-flight meal not included,640,11087
Spicejet,2019-06-27,Delhi,Cochin,08:45:00,13:15:00,1,No Info,270,4812
Jet Airways,2019-06-03,Delhi,Cochin,11:30:00,04:25:00,1,In-flight meal not included,1015,11627
Jet Airways,2019-05-01,Kolkata,Banglore,14:05:00,09:20:00,1,In-flight meal not included,1155,9663
Indigo,2019-05-06,Mumbai,Hyderabad,06:25:00,07:55:00,0,No Info,90,4049
Indigo,2019-06-24,Delhi,Cochin,16:00:00,01:30:00,1,No Info,570,6316
Multiple Carriers,2019-06-03,Delhi,Cochin,12:50:00,21:00:00,1,No Info,490,7740
Air Asia,2019-05-09,Kolkata,Banglore,15:10:00,23:30:00,2,No Info,500,5192
Jet Airways,2019-03-09,Delhi,Cochin,19:45:00,04:25:00,1,No Info,520,15554
Air India,2019-05-01,Kolkata,Banglore,12:00:00,18:30:00,2,No Info,1830,10151
Spicejet,2019-05-24,Mumbai,Hyderabad,05:45:00,07:15:00,0,No Info,90,2017
Air India,2019-03-03,Banglore,New Delhi,10:30:00,11:20:00,1,No Info,1490,11003
Air India,2019-06-12,Kolkata,Banglore,10:00:00,13:45:00,2,No Info,1665,12224
Indigo,2019-06-21,Banglore,New Delhi,22:10:00,01:00:00,0,No Info,170,3943
Jet Airways,2019-06-12,Kolkata,Banglore,20:00:00,04:40:00,1,No Info,520,12576
Air India,2019-06-15,Banglore,New Delhi,10:00:00,12:45:00,0,No Info,165,6961
Jet Airways,2019-05-21,Kolkata,Banglore,20:25:00,09:45:00,1,In-flight meal not included,800,12384
Multiple Carriers,2019-06-01,Delhi,Cochin,18:15:00,01:30:00,1,No Info,435,13377
Air India,2019-03-12,Kolkata,Banglore,20:45:00,23:20:00,0,No Info,155,4435
Jet Airways,2019-03-21,Delhi,Cochin,19:10:00,18:50:00,2,In-flight meal not included,1420,6643
Air Asia,2019-06-06,Delhi,Cochin,16:45:00,22:25:00,1,No Info,340,11410
Indigo,2019-03-24,Kolkata,Banglore,14:20:00,16:55:00,0,No Info,155,5618
Air India,2019-03-09,Banglore,New Delhi,11:50:00,23:55:00,1,No Info,725,10972
Jet Airways,2019-06-12,Kolkata,Banglore,16:30:00,19:50:00,1,In-flight meal not included,1640,8529
Indigo,2019-06-24,Kolkata,Banglore,22:15:00,00:50:00,0,No Info,155,4804
Goair,2019-03-01,Banglore,New Delhi,20:55:00,23:50:00,0,No Info,175,18558
Vistara,2019-03-24,Kolkata,Banglore,07:10:00,18:45:00,1,No Info,695,16932
Air India,2019-04-01,Kolkata,Banglore,16:50:00,18:20:00,2,No Info,1530,7893
Indigo,2019-06-21,Banglore,New Delhi,20:00:00,22:50:00,0,No Info,170,4823
Indigo,2019-03-15,Mumbai,Hyderabad,21:20:00,22:45:00,0,No Info,85,2754
Air India,2019-06-24,Kolkata,Banglore,14:15:00,16:45:00,0,No Info,150,5510
Air Asia,2019-03-12,Kolkata,Banglore,19:35:00,22:05:00,0,No Info,150,4384
Multiple Carriers,2019-06-15,Delhi,Cochin,13:00:00,01:30:00,1,No Info,750,13377
Jet Airways,2019-06-06,Kolkata,Banglore,21:10:00,09:20:00,1,In-flight meal not included,730,10844
Jet Airways,2019-05-21,Kolkata,Banglore,21:10:00,08:15:00,1,No Info,665,14781
Spicejet,2019-05-27,Delhi,Cochin,17:55:00,22:50:00,1,No Info,295,5673
Indigo,2019-03-06,Delhi,Cochin,16:00:00,21:00:00,1,No Info,300,7725
Indigo,2019-05-18,Banglore,New Delhi,16:55:00,19:55:00,0,No Info,180,4823
Air India,2019-03-01,Delhi,Cochin,04:00:00,07:40:00,1,No Info,1660,28322
Multiple Carriers,2019-03-03,Delhi,Cochin,07:10:00,16:10:00,1,In-flight meal not included,540,8552
Spicejet,2019-06-27,Kolkata,Banglore,09:00:00,11:25:00,0,No Info,145,3873
Jet Airways,2019-03-21,Banglore,New Delhi,20:35:00,11:25:00,1,In-flight meal not included,890,7832
Jet Airways,2019-05-12,Banglore,New Delhi,11:10:00,14:05:00,0,No Info,175,7229
Jet Airways,2019-06-09,Delhi,Cochin,14:00:00,12:35:00,1,In-flight meal not included,1355,10262
Vistara,2019-06-06,Kolkata,Banglore,20:20:00,09:05:00,1,No Info,765,8452
Air India,2019-03-01,Banglore,New Delhi,10:30:00,11:20:00,1,No Info,1490,11528
Jet Airways,2019-03-24,Kolkata,Banglore,19:45:00,22:35:00,1,In-flight meal not included,1610,10031
Spicejet,2019-06-15,Kolkata,Banglore,09:00:00,11:25:00,0,No check-in baggage included,145,3841
Air India,2019-04-01,Kolkata,Banglore,10:00:00,23:15:00,1,No Info,795,7893
Multiple Carriers,2019-03-21,Delhi,Cochin,08:00:00,18:50:00,1,No Info,650,11667
Jet Airways,2019-05-06,Banglore,New Delhi,15:15:00,18:10:00,0,In-flight meal not included,175,3702
Air India,2019-05-27,Delhi,Cochin,07:10:00,07:40:00,2,No Info,1470,14588
Jet Airways,2019-03-18,Mumbai,Hyderabad,19:35:00,21:05:00,0,In-flight meal not included,90,2071
Air India,2019-05-21,Delhi,Cochin,05:00:00,19:15:00,2,No Info,2295,9968
Indigo,2019-03-06,Delhi,Cochin,04:55:00,16:10:00,1,No Info,675,6171
Jet Airways,2019-05-09,Banglore,New Delhi,18:55:00,22:00:00,0,In-flight meal not included,185,3702
Jet Airways,2019-05-21,Delhi,Cochin,09:40:00,04:25:00,2,In-flight meal not included,1125,13029
Multiple Carriers,2019-06-03,Delhi,Cochin,11:30:00,01:30:00,1,No Info,840,13377
Jet Airways,2019-06-06,Delhi,Cochin,05:30:00,12:35:00,2,No Info,425,14441
Multiple Carriers,2019-06-01,Delhi,Cochin,08:30:00,19:15:00,1,No Info,645,8937
Air India,2019-03-24,Banglore,New Delhi,13:20:00,16:10:00,0,No Info,170,4441
Jet Airways,2019-03-27,Delhi,Cochin,17:30:00,19:45:00,1,In-flight meal not included,1575,5406
Jet Airways,2019-05-12,Kolkata,Banglore,09:35:00,19:10:00,1,No Info,575,14151
Spicejet,2019-06-01,Mumbai,Hyderabad,13:15:00,14:45:00,0,No check-in baggage included,90,2175
Vistara,2019-05-12,Delhi,Cochin,06:00:00,09:10:00,0,No Info,190,6216
Jet Airways,2019-05-21,Delhi,Cochin,20:00:00,04:25:00,2,No Info,505,16263
Jet Airways,2019-05-15,Kolkata,Banglore,14:05:00,23:35:00,1,No Info,570,13941
Air India,2019-03-18,Banglore,New Delhi,13:20:00,16:10:00,0,No Info,170,4441
Jet Airways,2019-04-24,Banglore,New Delhi,11:10:00,14:05:00,0,In-flight meal not included,175,4544
Jet Airways,2019-04-06,Banglore,New Delhi,18:55:00,22:00:00,0,No Info,185,7229
Multiple Carriers,2019-06-12,Delhi,Cochin,11:30:00,21:00:00,1,No Info,570,13587
Jet Airways,2019-04-18,Banglore,New Delhi,17:45:00,20:45:00,0,No Info,180,7229
Multiple Carriers,2019-05-27,Delhi,Cochin,15:00:00,01:30:00,1,No Info,630,13377
Spicejet,2019-06-27,Kolkata,Banglore,17:10:00,19:40:00,0,No Info,150,3873
Jet Airways,2019-05-18,Delhi,Cochin,13:25:00,19:00:00,2,No Info,1775,16704
Air India,2019-03-27,Mumbai,Hyderabad,13:55:00,15:25:00,0,No Info,90,2050
Indigo,2019-03-06,Delhi,Cochin,06:40:00,12:00:00,1,No Info,320,5647
Air India,2019-05-09,Delhi,Cochin,07:05:00,07:40:00,2,No Info,1475,13547
Jet Airways,2019-03-12,Banglore,New Delhi,20:35:00,20:20:00,1,In-flight meal not included,1425,11087
Vistara,2019-05-09,Kolkata,Banglore,17:00:00,09:05:00,1,No Info,965,9187
Jet Airways,2019-05-09,Kolkata,Banglore,17:00:00,18:00:00,1,In-flight meal not included,1500,7341
Multiple Carriers,2019-03-06,Delhi,Cochin,10:00:00,18:50:00,1,No Info,530,16497
Jet Airways,2019-06-12,Banglore,New Delhi,19:50:00,22:50:00,0,In-flight meal not included,180,5769
Jet Airways,2019-03-21,Delhi,Cochin,10:45:00,18:50:00,2,In-flight meal not included,1925,7791
Jet Airways,2019-05-24,Kolkata,Banglore,08:25:00,16:20:00,1,No Info,475,14571
Jet Airways,2019-06-06,Delhi,Cochin,02:15:00,19:00:00,1,In-flight meal not included,1005,10262
Jet Airways,2019-06-09,Delhi,Cochin,22:50:00,12:35:00,1,In-flight meal not included,825,10262
Jet Airways,2019-03-06,Delhi,Cochin,19:45:00,19:45:00,1,No Info,1440,17024
Air Asia,2019-06-06,Delhi,Cochin,07:55:00,22:25:00,1,No Info,870,8759
Indigo,2019-05-18,Chennai,Kolkata,22:05:00,00:25:00,0,No Info,140,5277
Jet Airways,2019-05-12,Kolkata,Banglore,20:00:00,04:40:00,1,In-flight meal not included,520,8586
Air India,2019-06-12,Delhi,Cochin,13:30:00,08:15:00,1,No Info,1125,8991
Air India,2019-03-01,Banglore,New Delhi,08:50:00,23:55:00,2,No Info,2345,17135
Air Asia,2019-06-03,Delhi,Cochin,20:45:00,06:35:00,1,No Info,590,11410
Air India,2019-04-03,Mumbai,Hyderabad,06:20:00,07:40:00,0,No Info,80,3100
Indigo,2019-05-18,Banglore,New Delhi,22:10:00,01:00:00,0,No Info,170,3943
Jet Airways,2019-06-09,Delhi,Cochin,11:30:00,19:00:00,1,In-flight meal not included,450,10262
Air Asia,2019-05-01,Kolkata,Banglore,19:55:00,22:25:00,0,No Info,150,5989
Air India,2019-03-12,Mumbai,Hyderabad,21:05:00,22:25:00,0,No Info,80,4307
Spicejet,2019-05-18,Kolkata,Banglore,11:15:00,18:30:00,1,No Info,435,10944
Vistara,2019-04-06,Banglore,New Delhi,09:45:00,12:35:00,0,No Info,170,5613
Jet Airways,2019-03-06,Banglore,New Delhi,05:45:00,11:25:00,1,No Info,340,19225
Air India,2019-05-18,Delhi,Cochin,16:40:00,19:15:00,2,No Info,1595,9863
Air India,2019-05-09,Delhi,Cochin,05:00:00,19:15:00,2,No Info,2295,10441
Jet Airways,2019-06-03,Delhi,Cochin,17:30:00,04:25:00,1,No Info,655,14714
Indigo,2019-05-18,Delhi,Cochin,18:35:00,01:30:00,1,No Info,415,7503
Indigo,2019-03-18,Mumbai,Hyderabad,06:20:00,07:45:00,0,No Info,85,3342
Multiple Carriers,2019-06-27,Delhi,Cochin,08:00:00,19:00:00,1,No Info,660,12192
Indigo,2019-05-03,Chennai,Kolkata,19:35:00,21:55:00,0,No Info,140,3597
Jet Airways,2019-05-15,Kolkata,Banglore,06:30:00,12:00:00,1,No Info,330,14388
Jet Airways,2019-03-24,Kolkata,Banglore,06:30:00,22:35:00,1,In-flight meal not included,965,8824
Indigo,2019-05-15,Delhi,Cochin,04:55:00,21:00:00,1,No Info,965,6979
Air India,2019-06-06,Kolkata,Banglore,08:20:00,21:50:00,2,No Info,810,10697
Air India,2019-06-24,Delhi,Cochin,16:55:00,19:15:00,2,No Info,1580,13381
Air India,2019-05-01,Kolkata,Banglore,09:50:00,08:55:00,2,No Info,1385,13227
Jet Airways,2019-03-18,Banglore,New Delhi,11:40:00,10:25:00,1,In-flight meal not included,1365,11087
Indigo,2019-05-03,Kolkata,Banglore,14:25:00,16:55:00,0,No Info,150,5224
Jet Airways,2019-05-12,Banglore,New Delhi,07:10:00,10:10:00,0,In-flight meal not included,180,5198
Jet Airways,2019-05-06,Kolkata,Banglore,17:00:00,18:00:00,1,In-flight meal not included,1500,9314
Indigo,2019-05-27,Delhi,Cochin,16:00:00,21:00:00,1,No Info,300,5054
Multiple Carriers,2019-05-18,Delhi,Cochin,19:00:00,01:30:00,1,No Info,390,8283
