airline,date_of_journey,source,destination,dep_time,arrival_time,total_stops,additional_info,price,duration_min
Indigo,2019-04-03,Delhi,Cochin,10:35:00,15:35:00,1,No Info,5073,300
Multiple Carriers,2019-05-15,Delhi,Cochin,08:00:00,19:00:00,1,No Info,10197,660
Spicejet,2019-06-27,Chennai,Kolkata,17:45:00,20:05:00,0,No check-in baggage included,3543,140
Jet Airways,2019-06-27,Banglore,New Delhi,17:45:00,20:45:00,0,In-flight meal not included,7229,180
Air India,2019-06-01,Delhi,Cochin,12:00:00,07:40:00,2,No Info,10966,1180
Jet Airways,2019-03-24,Kolkata,Banglore,13:55:00,23:25:00,1,In-flight meal not included,11134,570
Air Asia,2019-04-06,Kolkata,Banglore,22:50:00,01:20:00,0,No Info,3807,150
Air India,2019-05-06,Banglore,New Delhi,13:20:00,16:10:00,0,No Info,5228,170
Indigo,2019-06-12,Chennai,Kolkata,14:45:00,17:05:00,0,No Info,3597,140
Air Asia,2019-05-18,Banglore,New Delhi,11:10:00,13:55:00,0,No Info,4483,165
Jet Airways,2019-06-24,Delhi,Cochin,11:30:00,04:25:00,1,In-flight meal not included,10262,1015
Spicejet,2019-06-06,Delhi,Cochin,08:45:00,13:15:00,1,No check-in baggage included,5158,270
Air India,2019-03-21,Banglore,New Delhi,22:00:00,23:20:00,1,No Info,6010,1520
Jet Airways,2019-06-12,Delhi,Cochin,14:35:00,12:35:00,2,No Info,13376,1320
Jet Airways,2019-03-21,Delhi,Cochin,05:40:00,04:25:00,2,No Info,11543,1365
Multiple Carriers,2019-03-06,Delhi,Cochin,09:55:00,19:15:00,1,In-flight meal not included,15342,560
Spicejet,2019-03-15,Banglore,New Delhi,09:35:00,12:30:00,0,No Info,6309,175
Vistara,2019-05-24,Banglore,New Delhi,19:30:00,22:15:00,0,No Info,5823,165
Spicejet,2019-06-01,Kolkata,Banglore,06:55:00,09:30:00,0,No Info,3873,155
Jet Airways,2019-05-27,Delhi,Cochin,21:50:00,19:00:00,1,In-flight meal not included,12898,1270
Indigo,2019-05-15,Delhi,Cochin,17:10:00,01:30:00,1,No Info,6979,500
Air India,2019-05-12,Kolkata,Banglore,16:45:00,16:15:00,2,No Info,13437,1410
Jet Airways,2019-03-27,Delhi,Cochin,11:30:00,04:25:00,1,In-flight meal not included,6017,1015
Jet Airways,2019-03-21,Delhi,Cochin,07:05:00,12:35:00,1,In-flight meal not included,14053,330
Indigo,2019-03-06,Chennai,Kolkata,11:35:00,14:00:00,0,No Info,7295,145
Jet Airways,2019-06-12,Kolkata,Banglore,18:55:00,19:50:00,1,No Info,13044,1495
Jet Airways,2019-05-03,Banglore,New Delhi,11:10:00,14:05:00,0,In-flight meal not included,4030,175
Air India,2019-03-06,Banglore,New Delhi,08:15:00,11:20:00,2,No Info,13942,1625
Jet Airways,2019-05-12,Kolkata,Banglore,06:30:00,18:15:00,1,No Info,14781,705
Spicejet,2019-03-24,Banglore,New Delhi,05:45:00,08:35:00,0,No Info,3579,170
Indigo,2019-05-27,Delhi,Cochin,06:50:00,12:10:00,1,No Info,5530,320
Jet Airways,2019-05-12,Kolkata,Banglore,14:05:00,19:50:00,1,In-flight meal not included,10844,345
Air India,2019-06-06,Delhi,Cochin,08:00:00,19:15:00,1,No Info,8372,675
Jet Airways,2019-03-09,Delhi,Cochin,06:50:00,19:45:00,1,No Info,16289,775
Air India,2019-05-06,Delhi,Cochin,22:00:00,19:15:00,2,No Info,11701,1275
Multiple Carriers ,2019-03-21,Delhi,Cochin,06:00:00,15:30:00,1,No Info,11269,570
Multiple Carriers,2019-05-18,Delhi,Cochin,13:00:00,01:30:00,1,No Info,9385,750
Jet Airways,2019-05-24,Kolkata,Banglore,17:00:00,23:35:00,1,No Info,14151,395
Jet Airways,2019-04-09,Banglore,New Delhi,08:20:00,11:20:00,0,In-flight meal not included,4544,180
Jet Airways,2019-03-12,Banglore,New Delhi,20:35:00,10:45:00,1,In-flight meal not included,11087,850
Indigo,2019-06-03,Kolkata,Banglore,04:40:00,07:15:00,0,No Info,5224,155
Indigo,2019-06-27,Kolkata,Banglore,09:35:00,12:10:00,0,No Info,4804,155
Air India,2019-03-12,Mumbai,Hyderabad,05:55:00,20:35:00,1,No Info,6901,880
Multiple Carriers,2019-03-21,Delhi,Cochin,14:35:00,22:20:00,1,In-flight meal not included,5999,465
Vistara,2019-04-09,Banglore,New Delhi,21:00:00,23:50:00,0,No Info,5403,170
Jet Airways,2019-06-12,Delhi,Cochin,05:30:00,19:00:00,2,No Info,13014,810
Jet Airways,2019-05-06,Mumbai,Hyderabad,07:05:00,08:30:00,0,In-flight meal not included,4995,85
Jet Airways,2019-05-21,Kolkata,Banglore,06:30:00,08:15:00,1,No Info,13941,1545
Jet Airways,2019-06-03,Delhi,Cochin,21:25:00,19:00:00,2,In-flight meal not included,11507,1295
Multiple Carriers,2019-06-15,Delhi,Cochin,08:00:00,19:00:00,1,No Info,12192,660
Multiple Carriers,2019-05-27,Delhi,Cochin,18:00:00,01:30:00,1,No Info,7198,450
Indigo,2019-06-21,Delhi,Cochin,14:25:00,17:40:00,0,No Info,5000,195
Spicejet,2019-04-03,Kolkata,Banglore,06:55:00,09:30:00,0,No check-in baggage included,3841,155
Jet Airways,2019-03-21,Delhi,Cochin,13:00:00,18:50:00,1,No Info,12347,350
Vistara,2019-06-15,Chennai,Kolkata,17:45:00,20:05:00,0,No Info,11982,140
Jet Airways,2019-03-06,Banglore,New Delhi,20:35:00,08:15:00,1,No Info,16736,700
Indigo,2019-04-15,Kolkata,Banglore,17:15:00,19:50:00,0,No Info,4174,155
Spicejet,2019-06-27,Kolkata,Banglore,09:00:00,11:25:00,0,No check-in baggage included,3841,145
Jet Airways,2019-03-06,Delhi,Cochin,19:45:00,19:45:00,1,No Info,17024,1440
Indigo,2019-05-24,Banglore,New Delhi,21:15:00,00:15:00,0,No Info,3943,180
Indigo,2019-06-03,Delhi,Cochin,11:55:00,22:30:00,1,No Info,6442,635
Air India,2019-03-09,Delhi,Cochin,07:05:00,19:15:00,2,No Info,11762,2170
Spicejet,2019-04-24,Kolkata,Banglore,09:00:00,11:25:00,0,No Info,4174,145
Indigo,2019-06-18,Kolkata,Banglore,04:40:00,07:15:00,0,No Info,4804,155
Multiple Carriers,2019-06-06,Delhi,Cochin,14:00:00,01:30:00,1,No Info,13377,690
Jet Airways,2019-04-01,Banglore,New Delhi,11:10:00,14:05:00,0,No Info,7229,175
Indigo,2019-03-15,Banglore,New Delhi,22:20:00,01:10:00,0,No Info,8855,170
Multiple Carriers,2019-06-27,Delhi,Cochin,10:20:00,19:15:00,1,No Info,7741,535
Jet Airways,2019-03-01,Banglore,New Delhi,08:00:00,13:15:00,1,No Info,22270,315
Multiple Carriers,2019-06-03,Delhi,Cochin,08:45:00,21:00:00,1,No Info,7740,735
Air India,2019-06-09,Kolkata,Banglore,09:50:00,12:30:00,2,No Info,14960,1600
Jet Airways,2019-03-27,Delhi,Cochin,09:55:00,18:50:00,1,No Info,12032,535
Air India,2019-03-06,Mumbai,Hyderabad,21:05:00,22:25:00,0,No Info,5462,80
Jet Airways,2019-03-21,Delhi,Cochin,19:45:00,18:50:00,1,No Info,12347,1385
Air India,2019-03-27,Chennai,Kolkata,11:40:00,13:55:00,0,No Info,3145,135
Jet Airways,2019-03-21,Banglore,New Delhi,11:40:00,20:20:00,1,In-flight meal not included,7832,520
Indigo,2019-06-21,Kolkata,Banglore,15:15:00,17:45:00,0,No Info,4804,150
Indigo,2019-03-09,Delhi,Cochin,02:05:00,07:10:00,1,No Info,10482,305
Jet Airways,2019-05-18,Delhi,Cochin,11:30:00,04:25:00,1,In-flight meal not included,12373,1015
Multiple Carriers,2019-03-03,Delhi,Cochin,07:05:00,22:20:00,1,No Info,10478,915
Jet Airways,2019-05-18,Delhi,Cochin,09:40:00,04:25:00,2,In-flight meal not included,13029,1125
Air India,2019-03-21,Delhi,Cochin,12:30:00,09:25:00,1,No Info,6482,1255
Jet Airways,2019-05-18,Delhi,Cochin,09:00:00,19:00:00,1,No Info,15554,600
Multiple Carriers,2019-06-12,Delhi,Cochin,08:45:00,19:00:00,1,No Info,11789,615
Indigo,2019-03-24,Kolkata,Banglore,14:30:00,20:10:00,1,No Info,9413,340
Air India,2019-06-09,Kolkata,Banglore,16:45:00,21:05:00,1,No Info,7662,1700
Multiple Carriers,2019-05-21,Delhi,Cochin,19:00:00,01:30:00,1,No Info,7888,390
Air Asia,2019-05-15,Kolkata,Banglore,07:35:00,23:30:00,1,No Info,5192,955
Multiple Carriers,2019-06-24,Delhi,Cochin,10:20:00,21:00:00,1,In-flight meal not included,6007,640
Jet Airways,2019-05-27,Delhi,Cochin,10:00:00,12:35:00,1,In-flight meal not included,12898,1595
Air India,2019-03-18,Banglore,New Delhi,08:50:00,10:35:00,2,No Info,11885,1545
Vistara,2019-03-24,Kolkata,Banglore,17:00:00,22:55:00,1,No Info,14360,355
Air India,2019-05-12,Kolkata,Banglore,16:45:00,12:30:00,2,No Info,14330,1185
Multiple Carriers,2019-03-27,Delhi,Cochin,13:05:00,22:20:00,1,No Info,6076,555
Spicejet,2019-03-01,Kolkata,Banglore,06:55:00,09:35:00,0,No Info,4622,160
Jet Airways,2019-05-09,Kolkata,Banglore,21:10:00,08:15:00,1,No Info,14388,665
Multiple Carriers,2019-05-21,Delhi,Cochin,08:45:00,19:00:00,1,No Info,9794,615
Indigo,2019-06-03,Kolkata,Banglore,15:15:00,17:45:00,0,No Info,4804,150
Jet Airways,2019-05-09,Kolkata,Banglore,21:10:00,04:40:00,1,In-flight meal not included,9663,450
Goair,2019-05-09,Delhi,Cochin,07:25:00,13:35:00,1,No Info,5842,370
Multiple Carriers,2019-03-03,Delhi,Cochin,07:00:00,15:30:00,1,No Info,15603,510
Indigo,2019-03-03,Kolkata,Banglore,22:10:00,00:55:00,0,No Info,5618,165
Indigo,2019-03-03,Kolkata,Banglore,14:20:00,16:55:00,0,No Info,6565,155
Spicejet,2019-04-15,Delhi,Cochin,17:55:00,22:50:00,1,No Info,5221,295
Jet Airways,2019-06-27,Delhi,Cochin,09:40:00,19:00:00,2,In-flight meal not included,10368,560
Air India,2019-06-24,Delhi,Cochin,20:40:00,09:25:00,1,No Info,7480,765
Jet Airways,2019-06-12,Delhi,Cochin,11:45:00,12:35:00,2,No Info,13882,1490
Indigo,2019-06-24,Delhi,Cochin,06:50:00,16:10:00,1,No Info,6442,560
Indigo,2019-06-24,Banglore,New Delhi,07:10:00,10:05:00,0,No Info,4823,175
Spicejet,2019-05-21,Kolkata,Banglore,17:10:00,19:40:00,0,No Info,3873,150
Jet Airways,2019-05-01,Kolkata,Banglore,17:00:00,10:55:00,1,No Info,12121,1075
Indigo,2019-04-27,Banglore,New Delhi,10:10:00,13:00:00,0,No Info,4423,170
Air India,2019-06-24,Kolkata,Banglore,14:15:00,16:45:00,0,No Info,5510,150
Jet Airways,2019-04-06,Banglore,New Delhi,08:20:00,11:20:00,0,No Info,7229,180
Jet Airways,2019-06-09,Delhi,Cochin,19:45:00,12:35:00,1,In-flight meal not included,10577,1010
Jet Airways,2019-03-27,Mumbai,Hyderabad,10:20:00,11:50:00,0,No Info,8040,90
Jet Airways,2019-06-03,Delhi,Cochin,13:00:00,19:00:00,1,No Info,14714,360
Jet Airways,2019-06-09,Banglore,New Delhi,06:00:00,08:45:00,0,In-flight meal not included,7229,165
Multiple Carriers,2019-03-21,Delhi,Cochin,07:05:00,21:20:00,2,No Info,6653,855
Indigo,2019-06-24,Delhi,Cochin,05:05:00,16:10:00,1,No Info,6442,665
Indigo,2019-05-12,Kolkata,Banglore,21:25:00,00:05:00,0,No Info,4804,160
Air India,2019-05-09,Delhi,Cochin,13:15:00,09:25:00,2,No Info,9417,1210
Jet Airways,2019-05-24,Kolkata,Banglore,18:55:00,19:50:00,1,In-flight meal not included,10844,1495
Jet Airways,2019-05-12,Banglore,New Delhi,17:45:00,20:45:00,0,No Info,7229,180
Jet Airways,2019-03-06,Delhi,Cochin,09:00:00,18:50:00,1,In-flight meal not included,15400,590
Indigo,2019-06-15,Delhi,Cochin,08:30:00,21:00:00,1,No Info,6416,750
Air India,2019-04-03,Banglore,New Delhi,13:20:00,16:10:00,0,No Info,5176,170
Indigo,2019-03-21,Delhi,Cochin,16:00:00,01:35:00,1,No Info,9264,575
Multiple Carriers,2019-06-06,Delhi,Cochin,09:00:00,21:00:00,1,No Info,13587,720
Spicejet,2019-05-01,Chennai,Kolkata,08:20:00,10:35:00,0,No Info,3597,135
Air Asia,2019-04-27,Banglore,New Delhi,04:55:00,07:45:00,0,No Info,4282,170
Jet Airways,2019-06-27,Mumbai,Hyderabad,07:05:00,08:30:00,0,In-flight meal not included,4995,85
Indigo,2019-06-01,Kolkata,Banglore,20:20:00,22:55:00,0,No Info,4804,155
Jet Airways,2019-05-06,Kolkata,Banglore,06:30:00,16:20:00,1,In-flight meal not included,10844,590
Jet Airways,2019-06-01,Delhi,Cochin,21:50:00,12:35:00,1,No Info,14714,885
Jet Airways,2019-06-06,Kolkata,Banglore,21:10:00,09:20:00,1,No Info,14571,730
Jet Airways,2019-03-21,Banglore,New Delhi,11:40:00,11:25:00,1,In-flight meal not included,7832,1425
Jet Airways,2019-04-01,Kolkata,Banglore,20:25:00,18:00:00,1,No Info,11467,1295
Jet Airways,2019-05-09,Kolkata,Banglore,17:00:00,10:55:00,1,No Info,10953,1075
Indigo,2019-03-09,Kolkata,Banglore,20:25:00,23:05:00,0,No Info,4148,160
Spicejet,2019-05-09,Kolkata,Banglore,09:00:00,11:25:00,0,No Info,3873,145
Indigo,2019-04-27,Banglore,New Delhi,22:10:00,01:00:00,0,No Info,3943,170
Air Asia,2019-03-27,Delhi,Cochin,16:45:00,22:15:00,1,No Info,6151,330
Vistara,2019-03-12,Mumbai,Hyderabad,08:45:00,22:55:00,1,No Info,12080,850
Jet Airways,2019-05-09,Kolkata,Banglore,20:00:00,10:05:00,1,No Info,13584,845
Indigo,2019-05-06,Delhi,Cochin,11:25:00,01:30:00,1,No Info,6979,845
Air Asia,2019-03-09,Banglore,New Delhi,23:25:00,02:10:00,0,No Info,4482,165
Indigo,2019-04-01,Kolkata,Banglore,18:05:00,23:30:00,1,No Info,6284,325
Indigo,2019-05-24,Kolkata,Banglore,19:35:00,23:15:00,1,No Info,4226,220
Indigo,2019-03-09,Delhi,Cochin,06:40:00,16:10:00,1,No Info,6442,570
Jet Airways,2019-05-18,Delhi,Cochin,19:45:00,04:25:00,1,In-flight meal not included,12373,520
Jet Airways,2019-03-12,Banglore,New Delhi,05:50:00,15:00:00,1,No Info,11297,550
Air India,2019-05-24,Kolkata,Banglore,10:00:00,01:20:00,2,No Info,14083,920
Jet Airways,2019-06-03,Delhi,Cochin,11:00:00,14:15:00,0,In-flight meal not included,7202,195
Multiple Carriers,2019-03-21,Delhi,Cochin,09:00:00,18:50:00,1,No Info,11667,590
Jet Airways,2019-05-24,Kolkata,Banglore,18:55:00,18:15:00,1,In-flight meal not included,10844,1400
Air India,2019-03-15,Banglore,New Delhi,11:50:00,08:55:00,1,No Info,5932,1265
Multiple Carriers,2019-06-24,Delhi,Cochin,08:45:00,19:15:00,1,No Info,9001,630
Jet Airways,2019-06-06,Kolkata,Banglore,17:00:00,23:35:00,1,In-flight meal not included,13469,395
Indigo,2019-06-15,Mumbai,Hyderabad,21:20:00,22:50:00,0,No Info,2227,90
Indigo,2019-05-15,Delhi,Cochin,07:15:00,12:30:00,1,No Info,5636,315
Multiple Carriers,2019-06-06,Delhi,Cochin,15:05:00,01:30:00,2,No Info,15965,625
Indigo,2019-06-24,Delhi,Cochin,20:25:00,01:30:00,1,No Info,5054,305
Multiple Carriers,2019-03-21,Delhi,Cochin,07:10:00,16:10:00,1,In-flight meal not included,5999,540
Indigo,2019-05-01,Banglore,New Delhi,07:10:00,10:05:00,0,No Info,4823,175
Spicejet,2019-06-12,Kolkata,Banglore,11:35:00,18:50:00,1,No Info,8479,435
Vistara,2019-05-15,Kolkata,Banglore,07:10:00,22:40:00,1,No Info,8452,930
Jet Airways,2019-06-03,Delhi,Cochin,08:00:00,19:00:00,1,No Info,14924,660
Air India,2019-06-03,Delhi,Cochin,19:45:00,19:15:00,2,No Info,10441,1410
Multiple Carriers,2019-05-21,Delhi,Cochin,06:00:00,21:00:00,1,No Info,7485,900
Jet Airways,2019-06-06,Banglore,New Delhi,08:20:00,11:20:00,0,In-flight meal not included,6478,180
Jet Airways,2019-05-27,Delhi,Cochin,13:25:00,19:00:00,2,No Info,15129,1775
Indigo,2019-05-01,Kolkata,Banglore,19:20:00,23:45:00,1,No Info,3809,265
Jet Airways,2019-06-24,Delhi,Cochin,08:00:00,19:00:00,1,1 Long layover,18581,660
Indigo,2019-06-09,Kolkata,Banglore,22:15:00,00:50:00,0,No Info,5224,155
Indigo,2019-05-09,Delhi,Cochin,17:10:00,01:30:00,1,No Info,8330,500
Air India,2019-06-09,Banglore,New Delhi,10:00:00,12:45:00,0,No Info,6961,165
Jet Airways,2019-06-09,Delhi,Cochin,08:00:00,19:00:00,1,In-flight meal not included,10262,660
Indigo,2019-06-21,Mumbai,Hyderabad,02:35:00,04:05:00,0,No Info,2754,90
Multiple Carriers,2019-05-18,Delhi,Cochin,15:00:00,01:30:00,1,No Info,13727,630
Goair,2019-04-27,Banglore,New Delhi,20:55:00,23:40:00,0,No Info,3898,165
Jet Airways,2019-03-12,Banglore,New Delhi,22:55:00,12:25:00,1,In-flight meal not included,11087,810
Air Asia,2019-04-06,Banglore,New Delhi,23:55:00,02:45:00,0,No Info,3383,170
Jet Airways,2019-03-21,Delhi,Cochin,17:30:00,18:50:00,1,No Info,12557,1520
Jet Airways,2019-03-21,Delhi,Cochin,06:20:00,04:25:00,2,In-flight meal not included,8273,1325
Air India,2019-03-12,Mumbai,Hyderabad,10:05:00,19:10:00,2,No Info,9736,545
Jet Airways,2019-06-24,Delhi,Cochin,17:30:00,19:00:00,1,In-flight meal not included,10262,1530
Jet Airways,2019-04-09,Delhi,Cochin,05:30:00,19:00:00,2,No Info,11664,810
Indigo,2019-05-01,Banglore,New Delhi,23:30:00,02:20:00,0,No Info,4591,170
Jet Airways,2019-03-18,Banglore,New Delhi,14:05:00,19:10:00,1,In-flight meal not included,13502,305
Air India,2019-06-27,Delhi,Cochin,13:00:00,19:15:00,1,No Info,8372,375
Air India,2019-04-21,Banglore,New Delhi,06:10:00,08:55:00,0,No Info,6121,165
Vistara,2019-03-21,Banglore,New Delhi,16:00:00,18:35:00,0,No Info,5613,155
Indigo,2019-04-06,Delhi,Cochin,06:50:00,12:10:00,1,No Info,5298,320
Jet Airways,2019-03-09,Delhi,Cochin,02:15:00,19:45:00,1,No Info,15764,1050
Air Asia,2019-06-15,Delhi,Cochin,07:55:00,22:25:00,1,No Info,6253,870
Jet Airways,2019-05-18,Kolkata,Banglore,05:45:00,12:00:00,1,In-flight meal not included,8586,375
Jet Airways,2019-03-27,Delhi,Cochin,06:20:00,04:25:00,2,No Info,12273,1325
Indigo,2019-05-15,Mumbai,Hyderabad,21:20:00,22:50:00,0,No Info,2227,90
Jet Airways,2019-06-12,Banglore,New Delhi,19:50:00,22:50:00,0,In-flight meal not included,5769,180
Vistara,2019-04-18,Delhi,Cochin,14:40:00,17:50:00,0,No Info,6216,190
Indigo,2019-06-03,Delhi,Cochin,02:00:00,07:45:00,1,No Info,6386,345
Multiple Carriers,2019-06-01,Delhi,Cochin,10:00:00,19:15:00,1,No Info,16108,555
Spicejet,2019-05-24,Kolkata,Banglore,22:20:00,00:40:00,0,No Info,3873,140
Indigo,2019-04-09,Delhi,Cochin,10:35:00,01:30:00,1,No Info,6270,895
Air India,2019-04-12,Banglore,New Delhi,21:05:00,23:55:00,0,No Info,5911,170
Multiple Carriers,2019-03-06,Delhi,Cochin,09:10:00,19:15:00,1,No Info,15077,605
Jet Airways,2019-03-01,Banglore,New Delhi,20:35:00,11:25:00,1,No Info,31825,890
Spicejet,2019-05-06,Kolkata,Banglore,11:35:00,18:50:00,1,No Info,8479,435
Vistara,2019-05-12,Kolkata,Banglore,07:10:00,09:05:00,1,No Info,9397,1555
Jet Airways,2019-06-03,Delhi,Cochin,09:00:00,12:35:00,1,In-flight meal not included,10262,1655
Indigo,2019-04-03,Delhi,Cochin,05:35:00,08:50:00,0,No Info,4729,195
Jet Airways,2019-06-01,Delhi,Cochin,17:30:00,19:00:00,1,No Info,14714,1530
Indigo,2019-05-15,Kolkata,Banglore,17:15:00,19:50:00,0,No Info,4804,155
Indigo,2019-06-03,Kolkata,Banglore,20:25:00,23:10:00,0,No Info,4804,165
Air India,2019-04-01,Mumbai,Hyderabad,21:05:00,22:25:00,0,No Info,2050,80
Multiple Carriers,2019-03-27,Delhi,Cochin,07:30:00,19:15:00,1,No Info,8371,705
Multiple Carriers,2019-06-27,Delhi,Cochin,10:00:00,19:00:00,1,No Info,12192,540
Multiple Carriers ,2019-03-21,Delhi,Cochin,06:00:00,18:50:00,1,No Info,14629,770
Indigo,2019-04-09,Banglore,New Delhi,18:25:00,21:20:00,0,No Info,4823,175
Multiple Carriers,2019-05-09,Delhi,Cochin,13:00:00,19:15:00,1,No Info,14323,375
Jet Airways,2019-05-09,Delhi,Cochin,13:25:00,12:35:00,2,No Info,15129,1390
Indigo,2019-05-18,Delhi,Cochin,06:40:00,21:00:00,1,No Info,6758,860
Multiple Carriers,2019-05-21,Delhi,Cochin,09:00:00,19:15:00,1,No Info,14848,615
Air India,2019-03-03,Banglore,New Delhi,06:45:00,10:35:00,2,No Info,12358,1670
Jet Airways,2019-05-21,Banglore,New Delhi,18:55:00,22:00:00,0,In-flight meal not included,4030,185
Air India,2019-03-09,Kolkata,Banglore,14:15:00,16:45:00,0,No Info,4960,150
Air India,2019-03-27,Delhi,Cochin,16:40:00,19:15:00,2,No Info,8656,1595
Indigo,2019-03-06,Delhi,Cochin,09:10:00,21:00:00,1,No Info,14871,710
Goair,2019-03-27,Delhi,Cochin,06:00:00,13:20:00,1,No Info,4563,440
Indigo,2019-03-06,Mumbai,Hyderabad,21:20:00,22:45:00,0,No Info,4784,85
Indigo,2019-06-01,Banglore,New Delhi,20:00:00,22:50:00,0,No Info,4823,170
Vistara,2019-05-03,Chennai,Kolkata,07:05:00,09:20:00,0,No Info,3687,135
Jet Airways,2019-04-27,Banglore,New Delhi,15:15:00,18:10:00,0,No Info,7229,175
Jet Airways,2019-04-15,Banglore,New Delhi,07:10:00,10:10:00,0,No Info,7229,180
Air India,2019-04-21,Delhi,Cochin,06:10:00,23:00:00,1,No Info,7174,1010
Air India,2019-03-21,Delhi,Cochin,06:50:00,07:40:00,2,No Info,11071,1490
Indigo,2019-05-15,Delhi,Cochin,04:55:00,21:00:00,1,No Info,6979,965
Indigo,2019-05-15,Chennai,Kolkata,07:55:00,10:15:00,0,No Info,3850,140
Jet Airways,2019-06-12,Kolkata,Banglore,20:00:00,09:20:00,1,No Info,13044,800
Jet Airways,2019-05-18,Delhi,Cochin,20:55:00,04:25:00,1,In-flight meal not included,12373,450
Air India,2019-05-18,Delhi,Cochin,13:20:00,07:40:00,2,No Info,13801,1100
Indigo,2019-06-01,Banglore,New Delhi,08:30:00,11:20:00,0,No Info,4823,170
Air India,2019-06-09,Delhi,Cochin,05:15:00,06:50:00,1,No Info,6587,1535
Indigo,2019-06-03,Mumbai,Hyderabad,20:05:00,21:40:00,0,No Info,2227,95
Jet Airways,2019-06-09,Kolkata,Banglore,17:00:00,14:25:00,1,No Info,14151,1285
Air India,2019-03-01,Banglore,New Delhi,08:50:00,23:25:00,2,No Info,25430,2315
Spicejet,2019-06-27,Banglore,New Delhi,21:10:00,00:05:00,0,No check-in baggage included,4319,175
Air India,2019-03-03,Delhi,Cochin,04:00:00,07:40:00,1,No Info,14462,1660
Jet Airways,2019-05-21,Kolkata,Banglore,06:30:00,10:05:00,1,In-flight meal not included,8586,1655
Air India,2019-06-09,Kolkata,Banglore,09:50:00,21:05:00,1,No Info,7662,675
Jet Airways,2019-05-03,Mumbai,Hyderabad,07:05:00,08:30:00,0,In-flight meal not included,4995,85
Multiple Carriers,2019-06-09,Delhi,Cochin,09:00:00,21:00:00,1,No Info,7408,720
Jet Airways,2019-03-15,Mumbai,Hyderabad,19:35:00,21:05:00,0,No Info,5678,90
Jet Airways,2019-06-09,Mumbai,Hyderabad,19:35:00,21:05:00,0,No Info,5678,90
Jet Airways,2019-03-01,Banglore,New Delhi,08:55:00,00:45:00,1,No Info,26890,950
Air India,2019-03-06,Mumbai,Hyderabad,06:00:00,19:25:00,2,No Info,13904,2245
Jet Airways,2019-06-01,Delhi,Cochin,20:00:00,04:25:00,2,In-flight meal not included,15318,505
Vistara,2019-05-15,Kolkata,Banglore,20:20:00,22:40:00,1,No Info,8452,1580
Indigo,2019-06-09,Delhi,Cochin,10:35:00,21:00:00,1,No Info,6314,625
Air India,2019-05-01,Kolkata,Banglore,10:00:00,20:25:00,1,No Info,10203,625
Spicejet,2019-06-15,Chennai,Kolkata,08:20:00,10:35:00,0,No Info,3597,135
Multiple Carriers,2019-06-12,Delhi,Cochin,10:20:00,19:15:00,1,No Info,8266,535
Jet Airways,2019-05-18,Delhi,Cochin,21:50:00,12:35:00,1,In-flight meal not included,12373,885
Jet Airways,2019-03-01,Banglore,New Delhi,14:05:00,21:20:00,1,No Info,36235,435
Indigo,2019-03-03,Delhi,Cochin,08:25:00,21:00:00,1,No Info,14871,755
Jet Airways,2019-04-12,Banglore,New Delhi,17:45:00,20:45:00,0,No Info,7229,180
Indigo,2019-04-24,Kolkata,Banglore,22:15:00,00:50:00,0,No Info,4804,155
Indigo,2019-03-03,Banglore,New Delhi,20:00:00,22:55:00,0,No Info,7303,175
Multiple Carriers,2019-06-01,Delhi,Cochin,11:30:00,21:00:00,1,No Info,13587,570
Multiple Carriers,2019-05-18,Delhi,Cochin,14:55:00,22:30:00,1,No Info,7740,455
Indigo,2019-03-01,Chennai,Kolkata,14:40:00,17:05:00,0,No Info,7295,145
Multiple Carriers,2019-03-03,Delhi,Cochin,18:15:00,01:35:00,1,No Info,18916,440
Multiple Carriers,2019-05-21,Delhi,Cochin,12:50:00,19:15:00,1,No Info,8266,385
Jet Airways,2019-05-18,Delhi,Cochin,02:15:00,04:25:00,1,In-flight meal not included,12373,1570
Multiple Carriers,2019-05-18,Delhi,Cochin,13:15:00,22:30:00,1,No Info,11188,555
Jet Airways,2019-05-18,Kolkata,Banglore,09:35:00,18:00:00,1,No Info,14151,505
Jet Airways,2019-06-01,Delhi,Cochin,08:00:00,19:00:00,1,No Info,14714,660
Jet Airways,2019-04-06,Banglore,New Delhi,07:10:00,10:10:00,0,No Info,7229,180
Jet Airways,2019-03-27,Delhi,Cochin,09:00:00,04:25:00,1,No Info,12242,1165
